"id","country","type","revenue","ProductServices"
"Potter LLC","Mawalara","Entity.Organization.Company",427422.42,"Meat and meat products"
"Potter and Sons","Osterivaria","Entity.Organization.Company",250199.78,"Maritime transport and storage services"
"Potter-Deleon","Oceanus","Entity.Organization.Company",5784.28,"Unknown"
"Potts LLC","Mawalara","Entity.Organization.Company",22031.9,"Wooden mirror, metal wall decor, metal candleholder, wooden mirror, wooden hanger, metal lantern, metal planters and pottery decoration"
"Potts-Espinoza","Osterivaria","Entity.Organization.Company",78409.83,"Food products"
"Powell Group","Mawalara","Entity.Organization.Company",98841.85,"Design, prototyping, plastic moulding, machining, finishing, laboratory testing, and assembly of metal parts, components, and supplies"
"Powell Inc","Faraluna","Entity.Organization.Company",25732.15,"Canned and pouched tuna, mackerel and sardines, as well as fruits and vegetables"
"Powell, Johnson and Allen","Yggdrasonia","Entity.Organization.Company",20666.67,"Waffles"
"Powell, Monroe and Caldwell","Oceanus","Entity.Organization.Company",5456.67,"Unknown"
"Powell, Tran and Johnson","Oceanus","Entity.Organization.Company",4746.67,"Unknown"
"Powell-Brooks","Oceanus","Entity.Organization.Company",11398.03,"Unknown"
"Powell-Bryan","Lumakari","Entity.Organization.Company",18566.67,"Cosmetic case, cosmetic tool, and finished color cosmetics"
"Powell-Castro","Lumakari","Entity.Organization.Company",9347.49,"Unknown"
"Powell-Whitehead","Lumakari","Entity.Organization.Company",11426.67,"Unknown"
"Powers Inc","Mawalara","Entity.Organization.Company",4766.67,"Unknown"
"Powers PLC","Azurionix","Entity.Organization.Company",517007.52,"Agrochemical products and seed treatment chemical products"
"Powers, Harris and Jones","Brindisola","Entity.Organization.Company",14406.67,"Unknown"
"Powers, Huffman and Byrd","Lumakari","Entity.Organization.Company",25766.67,"Fabricated metal products"
"Powers-Fisher","Oceanus","Entity.Organization.Company",5046.67,"Unknown"
"Powers-Williams","Mawalara","Entity.Organization.Company",5711.06,"Unknown"
"Pratt, Watkins and Jackson","Valtalmo","Entity.Organization.LogisticsCompany",9004.76,"Freight forwarding and supply chain management services"
"PregolyaDredge Logistics Incorporated","Oceanus","Entity.Organization.LogisticsCompany",68587.14,"Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
"Preston-Morales","Oceanus","Entity.Organization.Company",9481.58,"Unknown"
"Price LLC","Marifada","Entity.Organization.Company",4666.67,"Unknown"
"Price PLC","Isla Solmar","Entity.Organization.Company",17066.67,"Unknown"
"Price, Bryan and Carter","Mawalara","Entity.Organization.Company",14356.67,"Fruit and vegetable preserves; Canned fruits and vegetables; Frozen fruits and vegetables"
"Price, Davenport and Webster","Isla Solmar","Entity.Organization.Company",32043.09,"Railroad wheelset, forged railroad wheel, forged railroad axle, forged crane wheel, forged steel sheaves, forged steel gear rough pieces, and vacuum degassed, microalloy and carbon steel ingot; Provides outstanding customer service, maintaining low costs and remaining fast, flexible and always ahead of changing demands - creating tangible value in many different ways"
"Price, Johnson and Washington","Nalakond","Entity.Organization.Company",5926.67,"Unknown"
"Price, Martin and Spears","Oceanus","Entity.Organization.Company",4736.67,"Unknown"
"Price-Boyd","Mawalara","Entity.Organization.Company",65000.47,"Gelatin capsules, enteric-coated capsules, hydroxypropyl methylcellulose capsules, and pullulan capsules"
"Price-Dominguez","Uzifrica","Entity.Organization.Company",89269.87,"Body composition analyzers, blood pressure monitors, blood glucose monitors, digital thermometers, and nasal care devices"
"Price-Parsons","Faraluna","Entity.Organization.Company",19566.67,"Grocery products"
"Price-Vasquez","Oceanus","Entity.Organization.Company",58466.67,"Best, lyptus, table, and metal easles, student and specialty brushes, watercolor, and other related products"
"Price-Webb","Oceanus","Entity.Organization.Company",49190.78,"Physical medicine products"
"Prince Inc","Mawandia","Entity.Organization.FishingCompany",290223.41,"Seafood"
"Proctor, Brewer and Adams","Oceanus","Entity.Organization.Company",8156.67,"Unknown"
"Proctor-Hart","Mawalara","Entity.Organization.Company",18766.67,"Glass products"
"Proctor-Rodriguez","Oceanus","Entity.Organization.Company",23314.24,"Grocery stores"
"Pruitt and Sons","Oceanus","Entity.Organization.Company",13516.67,"Unknown"
"Pruitt, Peters and Munoz","Mawalara","Entity.Organization.Company",59256.12,"Apparel, piece goods, and notions"
"Pruitt-Burke","Oceanus","Entity.Organization.Company",91606.2,"Dollar store merchandise"
"Pugh Inc","Oceanus","Entity.Organization.Company",15219.93,"Offers solutions which fits best for each situation, and establishes long-term business relationship"
"Pugh LLC","Oceanus","Entity.Organization.Company",15466.67,"Unknown"
"Pugh, Carter and Mejia","Mawalara","Entity.Organization.Company",73915.73,"Finfish and shellfish"
"Quinn Inc","Faraluna","Entity.Organization.FishingCompany",15066.67,"Fish and seafoods"
"Quinn LLC","Uzifrica","Entity.Organization.Company",22786.03,"Nutritional raw materials and ingredients, as well as made-to-specification finished products"
"Quinn, Butler and Gibson","Calabrand","Entity.Organization.Company",617666.67,"Toilet soaps, powder and bar detergents, floorcleaners, fabric softeners and sanitary napkins"
"Quinn, Ellis and Bartlett","Naraliket","Entity.Organization.Company",13546.67,"Unknown"
"Quinn-Liu","Lumakari","Entity.Organization.FishingCompany",32579.78,"Fish and seafood products"
"Ramirez Group","Oceanus","Entity.Organization.Company",5125.77,"Unknown"
"Ramirez Inc","Galduzim","Entity.Organization.Company",256886.13,"Frozen fish blocks and fillets; Breaded products; Fish portions; fish fingers; shaped fillets; fish figures; fish burgers; fish nuggets; fish cubes; fish loins"
"Ramirez LLC","Mawalara","Entity.Organization.Company",7576.67,"Unknown"
"Ramirez Ltd","Novarctica","Entity.Organization.Company",5066.67,"Bread and other bakery and pastry products"
"Ramirez, Castillo and Wolfe","Nalakond","Entity.Organization.LogisticsCompany",50716.01,"Ocean logistics services (air freight and sea freight; transportation, door-to-door, terminal-to-terminal and port-to-port)"
"Ramirez, Gibson and Brown","Mawalara","Entity.Organization.Company",5804.5,"Unknown"
"Ramirez, Kemp and Hamilton","Oceanus","Entity.Organization.Company",10606.67,"Unknown"
"Ramirez, Smith and Harris","Oceanus","Entity.Organization.Company",4746.67,"Unknown"
"Ramirez, Solis and Herrera","Mawalara","Entity.Organization.Company",7689.08,"Unknown"
"Ramirez-Bell","Oceanus","Entity.Organization.Company",15226.35,"Medicinal chemicals and botanical products"
"Ramirez-Brandt","Faraluna","Entity.Organization.Company",721295.06,"Meat and meat products"
"Ramirez-Campbell","Oceanus","Entity.Organization.Company",10386.67,"Unknown"
"Ramirez-Cruz","Mawalara","Entity.Organization.Company",6798.06,"Unknown"
"Ramirez-Moon","Azurionix","Entity.Organization.Company",28676.8,"Railway track & accessories, such as fish plates, base plates, elastic fasting, rubber/rail pads, metal & nylon liners, rail anchor, bolt & nut, and glued insulated rail joint; turnout systems, such as switch, crossing, and switch expansion joint; rolled section; railway sleepers; and light rail"
"Ramirez-Solis","Marebak","Entity.Organization.Company",39966.67,"Aluminum sheets, aluminum foils, and aluminum rolls forming building decoration products"
"Ramos Group","Arvaros","Entity.Organization.Company",75866.67,"Insulation, sealing and fire protection systems for automotive, aviation, and aerospace industries"
"Ramos LLC","Valtalmo","Entity.Organization.Company",268992.87,"Harvests a wide variety of marine animals, ranging from tuna, cod and salmon to shrimp, krill, lobster, clams, squid and crab, in various fisheries for these species"
"Ramos and Sons","Yggdrasonia","Entity.Organization.Company",64666.67,"Catching, processing and marketing fish and other marine products"
"Ramos, Chase and Adams","Oceanus","Entity.Organization.Company",18884.02,"Unknown"
"Ramos, Gray and Lyons","Valtalmo","Entity.Organization.Company",33526.7,"Fish and sea food products"
"Ramos, Harris and Johnson","Oceanus","Entity.Organization.Company",6946.67,"Unknown"
"Ramos, Reed and Cain","Naraliket","Entity.Organization.Company",14186.67,"Offers whole cooked mussels, Live PEI Mussels in MAP Package, Frozen Cultured PEI Mussels, Bulk PEI Mussels, spaghetti and mussels with tomatoes and basil, mussel chowder, and mussels in tomato-wine broth"
"Ramos, Taylor and Ross","Oceanus","Entity.Organization.Company",5636.67,"Unknown"
"Ramos, Wilkerson and Wolf","Oceanus","Entity.Organization.Company",6348.27,"Unknown"
"Ramos-Baker","Azurionix","Entity.Organization.Company",34966.67,"Childrenâ€™s footwear for both boys and girls"
"Ramos-Harris","Mawalara","Entity.Organization.Company",20166.67,"Manufacture of food products"
"Ramos-Shelton","Oceanus","Entity.Organization.FishingCompany",11840.64,"Fresh and frozen seafood"
"Ramos-Wallace","Oceanus","Entity.Organization.Company",107666.67,"One of the original producers of sports medicine product brands; Started selling its products to athletic trainers, institutions, sporting goods dealers and professional teams throughout the market; Shifted its focus to the rapidly growing first aid and pharmacy market after gaining notoriety as a leading innovator in the sporting goods arena; Supplies elastic bandages, athletic tape and eventually hot and cold therapy products to become the first one-source solution for private label sports medicine products; Became a leading supplier of both private label and branded sports medicine products sold in chain drug, food and mass merchant retail channels"
"Ramos-Warren","Oceanus","Entity.Organization.Company",43666.67,"Fish, (tuna, catfish, tilapia, sword fish, bass, trout, and salmon), shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams"
"Ramsey LLC","Mawalara","Entity.Organization.Company",192572.7,"Various glasses displays, glasses cases and pouches, lens cleaners, sunglasses clips, glasses repair kits, sunglasses, optical frames and reading glasses"
"Ramsey and Sons","Oceanus","Entity.Organization.Company",4956.67,"Unknown"
"Ramsey, Norman and Chung","Oceanus","Entity.Organization.Company",5196.67,"Unknown"
"Ramsey, Parker and Hill","Oceanus","Entity.Organization.Company",140699.42,"Packaging products"
"Randall Ltd","Oceanus","Entity.Organization.Company",11076.21,"Unknown"
"Randall-Hayes","Mawandia","Entity.Organization.Company",13279495.82,"Manufacture and sale of chemicals worldwide"
"Randall-Stone","Kondanovia","Entity.Organization.LogisticsCompany",17966.67,"Airfreight planning and handling services from door-to-door consignments for smaller items to large project cargoes for airlines; and sea transportation services, including imports and exports to/from various destinations in containers, general cargoes, and land/sea project cargoes, as well as break bulk services worldwide; Provides trucking and door to door delivery services to/from various destinations; direct trucking without transshipment services; and ship parts consolidation services for transport; Operates a container terminal that handles and stores dry, chilled, and frozen cargoes, as well as offers extended services, such as loading/discharging, truck handling, bulk storage and storage in racks, and shipping of various kinds of goods; and provides ship agency services to handle vessels at various ports, including port, crew transfer, shipchandler, cargo/customs declaration, chartering, oil and bunker broker, cargo brokerage, lay-up, and stevedoring services"
"Randolph, Mitchell and Ritter","Mawandia","Entity.Organization.Company",160283.84,"Cold water shrimps; Snow crabs, mussels, mackerel, capeline, and turbot; Japanese fish and Japanese foods"
"Randolph-Gonzalez","Mawalara","Entity.Organization.Company",11917.89,"Costume jewelry; Costume novelties; Ornaments; Precious plated jewelry; Precious plated personal goods"
"Randolph-Scott","Oceanus","Entity.Organization.Company",19666.67,"Fruits and vegetables"
"Rasmussen Group","Isla Solmar","Entity.Organization.Company",25973.8,"Forwarding Division deals with logistic and warehousing services for land, sea and air transport in: Retail, fashion retail, FMCG (Fast Moving Consumer Goods), livestock, non perishables, cars, industry, perishables, and pharmaceutical products; Customs Division focuses on processing all the necessary customs documents and procedures for the import and export of goods; Projects Division offers specialized services to the sectors of oil & gas, energy, renewables, civil mining, industrial projects, and off-shore"
"Rasmussen LLC","Oceanus","Entity.Organization.Company",7666.67,"Unknown"
"Rasmussen, Nelson and King","Oceanus","Entity.Organization.FishingCompany",47166.67,"Frozen seafood; Fresh and frozen marine fats and oils"
"Rasmussen, Santiago and Larson","Brindivaria","Entity.Organization.Company",60624.35,"Specialises in offering products from well-known, high-class manufacturers as well as represents the leading suppliers of RF and microwave technology within automation and electro- technology"
"Ray Inc","Azurionix","Entity.Organization.Company",18555.52,"On and off road diesel fuel, gasoline, heating fuel, lubricants and grease, heating oils, kerosene, racing gasoline, flex fuel, ethanol, as well as industrial and boiler fuel; Synthetic natural gas, coal, petroleum coke, liquefied natural gas, liquid petroleum gas, condensate, unleaded motor gasoline, aviation gasoline and jet fuel, and crude oil, as well as other liquid transportation fuels"
"Ray PLC","Nalakond","Entity.Organization.FishingCompany",14026.67,"Seafood (including soup) and marine fats and oils"
"Ray, Guerra and Lopez","Oceanus","Entity.Organization.Company",39366.67,"Unknown"
"Ray, Smith and Cervantes","Mawalara","Entity.Organization.Company",51610.99,"Miscellaneous durable goods"
"Ray, Todd and Moss","Mawalara","Entity.Organization.Company",5369.48,"Unknown"
"Ray-Blair","Mawalara","Entity.Organization.Company",17271.92,"A general line of new clothing for men, women and children (shirts and tops, lingerie, outerwear, dresses, pants, skirts, suits and tuxedos, underwear, sleepwear, and swimwear)"
"Ray-Gibbs","Naraliket","Entity.Organization.Company",12187.74,"Unknown"
"Ray-Page","Lumakari","Entity.Organization.Company",337266.57,"Automobile components include excavator and tractor (dozer) type track chains, track rollers, crank shops and connecting rods, and forging parts including bolts and nuts; Heavy equipment components include forging equipment, design and die sinking machinery, connecting rod line, crank shaft line, track roller line and inspection machines"
"Raymond Inc","Oceanus","Entity.Organization.Company",10046.67,"Unknown"
"Raymond LLC","Oceanus","Entity.Organization.Company",7422.01,"Specializes in forwarding, warehousing, transportation, and distribution of various types of cargo"
"Raymond, Torres and Long","Mawalara","Entity.Organization.Company",42628.96,"Ttilapia fillets, tilapia whole round, tilapia GS, vannamei shrimp, and seabass"
"RechFish Freight Plc","Oceanus","Entity.Organization.LogisticsCompany",7508.77,"Freight trucking and other related transportation services"
"Reed Ltd","Zambarka","Entity.Organization.Company",123255.14,"Bluefish, salmon, trout, tuna, cod, menhaden and pollack"
"Reed PLC","Quirinelle","Entity.Organization.Company",11352673.61,"Perfumes, cosmetics and other toilet preparations"
"Reed, Cervantes and Wright","Uzifrica","Entity.Organization.Company",326435.39,"A mail order clothing retailer (sells women's wear, men's wear, and children's clothing through its catalogs and in its web site which was launched in 1999)"
"Reed, Hall and Reyes","Mawalara","Entity.Organization.Company",16124.72,"Stainless steel knives, scissors, kitchen hardware products, beauty sets of hardware and plastic products, leather products, and spray products"
"Reed, James and Henry","Osterivaria","Entity.Organization.Company",231322.37,"Food and non-food products"
"Reed, Mckinney and Morrison","Oceanus","Entity.Organization.Company",20074.26,"Unknown"
"Reed-Hensley","Nalakond","Entity.Organization.Company",56713.42,"Fish products"
"Reed-Larson","Mawalara","Entity.Organization.Company",14042.48,"Unknown"
"Reese Group","Mawandia","Entity.Organization.Company",5179062.37,"Copper foil, battery materials, engineered metal powders, rare metals, micro circuits, zinc, copper, precious metals, door locks for automobiles, and sensors"
"Reese, Lowe and Juarez","Mawalara","Entity.Organization.Company",5302.16,"Unknown"
"Reese-Reynolds","Novarctica","Entity.Organization.Company",57066.67,"Offers coffee machines and accessories"
"Reese-Rhodes","Novarctica","Entity.Organization.Company",160729.01,"Steel components for the vehicle manufacturing industry"
"Reese-Shaw","Oceanus","Entity.Organization.Company",6209.94,"Unknown"
"Reeves, Tyler and Martinez","Faraluna","Entity.Organization.FishingCompany",52110.32,"Fish and seafood products"
"Reeves-Simpson","Oceanus","Entity.Organization.Company",5156.67,"Unknown"
"Reid, Combs and Yang","Oceanus","Entity.Organization.Company",17458.8,"Accessories, household items, office supplies, outdoors & travel, QNOTES - quality notebooks, practical items, sports & fitness"
"Reid, Gamble and Terry","Isla Solmar","Entity.Organization.FishingCompany",44390.67,"Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
"Reid, Thomas and Gill","Imazam","Entity.Organization.FishingCompany",8248.67,"Aquaculture; Seafood"
"Reid-Martin","Mawalara","Entity.Organization.Company",37198.61,"Universal assortment of nondurable goods"
"Reid-Ware","Oceanus","Entity.Organization.FishingCompany",5876.67,"Fish and other related seafood"
"Reilly, Lee and Lopez","Oceanus","Entity.Organization.Company",4756.67,"Unknown"
"Reilly, Shannon and Torres","Oceanus","Entity.Organization.Company",6718.48,"Unknown"
"Reilly-Clark","Yggdrasonia","Entity.Organization.Company",246346.58,"Polarised film for LCD screens"
"Reilly-Holland","Quornova","Entity.Organization.Company",6673.4,"Unknown"
"Reyes Group","Oceanus","Entity.Organization.Company",17866.67,"Unknown"
"Reyes Inc","Mawalara","Entity.Organization.Company",26579.15,"Medical and orthopaedic goods and hospital equipment and supplies"
"Reyes LLC","Azurionix","Entity.Organization.Company",50627.56,"Sea food products"
"Reyes Ltd","Oceanus","Entity.Organization.Company",13326.67,"Unknown"
"Reyes PLC","Arreciviento","Entity.Organization.Company",166666.67,"Electronic components"
"Reyes and Sons","Imazam","Entity.Organization.Company",4766.67,"Unknown"
"Reyes, Gonzalez and Gomez","Uzifrica","Entity.Organization.LogisticsCompany",80666.67,"Freight contracting services"
"Reyes, Gray and Russell","Oceanus","Entity.Organization.Company",5436.67,"Unknown"
"Reyes, Rivera and Richmond","Mawalara","Entity.Organization.LogisticsCompany",18966.67,"Specialises in the wholesale distribution of piece goods, fabrics, knitting yarns, thread and other notions, and accessories; Offers the preparation, weaving, knitting, finishing, and fabrication of fabric products; Encompass basic alterations, hemming, taking in or letting out, as well as lengthening and shortening services"
"Reyes-Davis","Oceanus","Entity.Organization.Company",65576.07,"Customized mesh and poly/mesh bag solutions"
"Reyes-Taylor","Uzifrica","Entity.Organization.Company",269146.96,"Compact disc, laser disc, digital video disc, compact disc-read only memory, compact disc-game, memory cards, USB (universal serial bus) drives, MP3 players, organic light-emitting diodes, mobile cards, professional cards, solid state disk, disc packaging materials, and card readers"
"Reyes-White","Thessalandia","Entity.Organization.Company",127707.54,"Meat products"
"Reynolds Inc","Novarctica","Entity.Organization.Company",21066.67,"Bakery products (Small cakes; Swiss rolls; medicinal cakes (gluten-free))"
"Reynolds LLC","Oceanus","Entity.Organization.Company",13596.67,"Unknown"
"Reynolds, Curry and Torres","Imazam","Entity.Organization.Company",4831.88,"Unknown"
"Reynolds, Gordon and Alvarez","Thessalandia","Entity.Organization.Company",5397.27,"Unknown"
"Reynolds, Torres and Hickman","Lumakari","Entity.Organization.Company",27461.28,"Paper and paperboard"
"Reynolds, Watts and Bass","Oceanus","Entity.Organization.FishingCompany",174382.7,"Domestic and imported beef, pork, poultry, delicatessen and provisions, goat, mutton, lamb, veal and frozen seafood"
"Reynolds-Hall","Naraliket","Entity.Organization.Company",5056.67,"Unknown"
"Reynolds-Mckinney","Mawalara","Entity.Organization.LogisticsCompany",114666.67,"General freight trucking services"
"Reynolds-Rollins","Oceanus","Entity.Organization.FishingCompany",20788.71,"Seafood (shrimp, crab, lobster, scallops, mussels, octopus, squid, mahi mahi, kingfish, wahoo, tuna, hoki, swordfish, snapper, orange roughy, salmon, pollock, tilapia, milkfish, striped pangasius, eel, seafood mix, frog legs, seaweed salad, tobiko, Asian specialty items, and others)"
"Rhodes, Camacho and Cowan","Wysterion","Entity.Organization.LogisticsCompany",131738.04,"A motor vehicle dealer engaged in the retail distribution of a range of new and used motor vehicles, and its parts and accessories; and provision of repair and maintenance services"
"Rhodes, Hamilton and Adams","Faraluna","Entity.Organization.Company",12566.67,"Unknown"
"Rhodes, Thomas and Torres","Mawalara","Entity.Organization.Company",10516.67,"Unknown"
"Rhodes-Davis","Faraluna","Entity.Organization.LogisticsCompany",248932.18,"Contract logistics and freight management"
"Rhodes-Thompson","Oceanus","Entity.Organization.FishingCompany",6157.6,"Fresh, cured, or frozen fish and seafoods (bottom fishes, shellfish, salmon fish, halibuts, farmed fishes, and exotics, as well as oysters, Pollock, shrimp, catfish, clams, cod, crab, flounder, sole, tilapia, tuna, whiting fish, and rockfish)"
"Rice LLC","Oceanus","Entity.Organization.Company",13602.12,"Provision of the most modern, state-of-the-art, full service temperature-controlled warehouses"
"Rice Ltd","Oceanus","Entity.Organization.Company",29768.39,"CCTV (closed-circuit television) security products"
"Rice PLC","Mawalara","Entity.Organization.Company",51242.74,"Clothing; shoes; hats; luggage; handicrafts; furniture"
"Rice and Sons","Oceanus","Entity.Organization.Company",4936.67,"Unknown"
"Rice, Sullivan and Brooks","Oceanus","Entity.Organization.Company",4806.67,"Unknown"
"Rice, Zavala and Barry","Oceanus","Entity.Organization.Company",5166.67,"Unknown"
"Rice-Burton","Faraluna","Entity.Organization.Company",8793.46,"Unknown"
"Rich and Sons","Mawalara","Entity.Organization.Company",40366.67,"Offers a wide selection of products that include: electric tools, knife, scissors and other kitchen hardware; polystone artworks and melamine wares; beach garments and various toys; as well as energy saving lamps, radios, DVD/VCD and other high-tech items"
"Rich, Robinson and Warren","Mawalara","Entity.Organization.Company",36095.44,"Bamboo, rattan, palm, and straw products"
"Rich, Taylor and Nelson","Mawandia","Entity.Organization.Company",38536.96,"Unknown"
"Richard Group","Oceanus","Entity.Organization.Company",5436.67,"Unknown"
"Richard PLC","Novarctica","Entity.Organization.Company",6596.67,"Unknown"
"Richard and Sons","Mawandia","Entity.Organization.Company",5580704.55,"Seal products, industrial mechanical parts, hydraulic and pneumatic equipment, nuclear power equipment, synthetic chemical products, and electronic and various other products"
"Richard, Brewer and Cox","Nalakond","Entity.Organization.LogisticsCompany",42454.85,"Provision of innovative and tailored logistics solutions"
"Richard-Russell","Osterivaria","Entity.Organization.Company",22670.91,"Planning and designing residential, institutional, leisure, commercial, and industrial buildings and structures by applying knowledge of design, construction procedures, zoning regulations, building codes, and building materials"
"Richards LLC","Faraluna","Entity.Organization.Company",52278.63,"Frozen foods and seafood products (frozen shrimp products, pre-fried breaded popcorn shrimps, ebi cheese balls, and popular shrimp dusted products, pasteurized canned crabmeat products)"
"Richards and Sons","Oceanus","Entity.Organization.Company",10016.67,"Unknown"
"Richards, Dixon and Love","Isla Solmar","Entity.Organization.Company",209666.67,"Cheeses, milk, yogurt, butter, chocolate spreads, desserts, and other milk based products"
"Richards, Juarez and Miller","Marifada","Entity.Organization.Company",13886.67,"Unknown"
"Richards, Rodriguez and Allen","Arvaros","Entity.Organization.Company",4666.67,"Self-propelling agricultural equipment and machineries"
"Richards-Harris","Oceanus","Entity.Organization.LogisticsCompany",83451.3,"Freight forwarding, warehousing, and transportation logistics services"
"Richards-Molina","Korvelonia","Entity.Organization.FishingCompany",44666.67,"Marine fishing"
"Richards-Smith","Oceanus","Entity.Organization.Company",38720.25,"Offers a wide variety of high-performance parts and supplies for today's most popular copiers and multi-function printers"
"Richards-Warren","Oceanus","Entity.Organization.Company",4936.67,"Unknown"
"Richards-White","Lumakari","Entity.Organization.Company",10757.07,"Unknown"
"Richardson Inc","Vesperlandia","Entity.Organization.Company",1958042.8,"Coffee, dairy goods, confectionery, ice creams, Mediterranean salads, salty snacks and baked goods"
"Richardson LLC","Oceanus","Entity.Organization.Company",13640.64,"Unknown"
"Richardson Ltd","Oceanus","Entity.Organization.Company",6716.67,"Unknown"
"Richardson PLC","Azurionix","Entity.Organization.FishingCompany",23312.28,"Seafoods"
"Richardson, Brown and Cruz","Mawalara","Entity.Organization.Company",7579.99,"Unknown"
"Richardson, Castaneda and Finley","Mawalara","Entity.Organization.LogisticsCompany",28866.67,"Heavy/light duty casters, air cargo casters (standard diamond/rectangular top plate), and medical casters"
"Richardson, James and Dalton","Mawalara","Entity.Organization.Company",15366.67,"Unknown"
"Richardson, Johnson and Snyder","Mawalara","Entity.Organization.Company",7385.97,"Unknown"
"Richardson, Jones and Brown","Novarctica","Entity.Organization.Company",91387.09,"Sewing threads, as well as yarns and fibers"
"Richardson, Jones and Lewis","Oceanus","Entity.Organization.Company",5426.65,"Unknown"
"Richardson, Miller and Tran","Nalakond","Entity.Organization.Company",51870.53,"Transportation services"
"Richardson, Russell and Waters","Mawalara","Entity.Organization.Company",5951.88,"Unknown"
"Richardson, Stephens and Barnes","Lumakari","Entity.Organization.Company",5376.67,"Unknown"
"Richardson, Terry and Perkins","Arvaros","Entity.Organization.Company",4657.79,"Games and toys, different kinds of paper, stationery and printed products"
"Richardson-Choi","Arreciviento","Entity.Organization.Company",6153.62,"Unknown"
"Richardson-Jimenez","Oceanus","Entity.Organization.Company",13575.41,"Unknown"
"Richardson-Small","Oceanus","Entity.Organization.Company",158833.73,"Global network of owned and third-party internationally renowned Non-Vessel Operating Common Carrier (NVOCC) brands"
"Richmond Group","Osterivaria","Entity.Organization.Company",240523.75,"Sausages, fine canned foods, foie gras, truffles, mushrooms, gastronomic patties, ready-made meals, and other prepared meat products"
"Richmond, Gonzalez and Saunders","Zambarka","Entity.Organization.Company",7297.33,"Unknown"
"Richmond-Ball","Oceanus","Entity.Organization.Company",144253.1,"Specialises in producing a wide range of products, including Frozen Fish (Salmon (wild and farm raised), Ocean Whitefish, Halibut, Pollock, Cod, Tuna, Catfish, Trout, Sardines, and Mackerel), Frozen Exotic (Duck, Pheasant, Quail, Goose, and Rabbit), and Preserved Meals (Rabbit, Ocean Whitefish, and Spray Dried Marine and Animal Products"
"Richmond-Jones","Oceanus","Entity.Organization.Company",19966.67,"Unknown"
"Riddle Inc","Imazam","Entity.Organization.Company",5692.24,"Unknown"
"Riddle and Sons","Nalakond","Entity.Organization.Company",975107.6,"Dairy products such as milk, yogurt, butter, cream, and cheese products"
"Riddle, Hunter and Garner","Arreciviento","Entity.Organization.Company",26584.67,"Frozen shrimps and cuttlefish, fish, octopus, cuttlefish fillet, cuttlefish head, squid, crabs and others"
"Riggs Ltd","Oceanus","Entity.Organization.Company",4736.67,"Unknown"
"Riggs, Short and Martinez","Oceanus","Entity.Organization.LogisticsCompany",50666.67,"Distribution of top manufacturers, all at competitive, dynamic pricing to meet market demands including household appliance and equipment from different brands including air purifiers, air cleaners, brooms, bases, carpet extractors, canisters, fans, filters, floor polishers, fittings/valves, gaskets, hoses, heaters, steamers/power washers, sewing machines, power nozzles, switches, hand vacuums, and tanks"
"Riggs, Smith and Lopez","Mawalara","Entity.Organization.Company",28866.67,"Frozen yellow fin sole fillet, rock sole fillet, flathead sole fillet, pacific cod fillet, chum salmon fillets, seasoned fish roes, and other related products"
"Riggs, Snyder and Davidson","Mawalara","Entity.Organization.Company",15066.67,"Grocery and related products"
"Riley Inc","Faraluna","Entity.Organization.FishingCompany",40266.67,"Processing and preserving fish and seafood products"
"Riley LLC","Nalakond","Entity.Organization.Company",159780.81,"Steel products"
"Riley, Bryant and Ortiz","Naraliket","Entity.Organization.FishingCompany",7245.58,"Frozen vegetables (sliced and diced); juices, jams and jellies; meats such as chicken, beef, pork, lamb; fish and seafood; and other deep freeze products as well as dairy products such as ice cream and yogurt"
"Riley, Gordon and Steele","Oceanus","Entity.Organization.Company",5648.11,"Unknown"
"Riley-Jackson","Oceanus","Entity.Organization.Company",12596.67,"Unknown"
"Riley-Marquez","Uzifrica","Entity.Organization.Company",58564.55,"Various films suitable for mould decorations, which are used in manufacturing climate control panels and 3D components; and films incorporating anti-microbial properties for hygiene applications; Precision graphic systems for the printing sector; optical films for the flat panel display screen sector; diffuser films for liquid crystal displays; and touch screen films for interactive display applications"
"Rios-Kemp","Oceanus","Entity.Organization.LogisticsCompany",10166.67,"A licensed freight forwarder and customs broker"
"Rios-Robertson","Mawalara","Entity.Organization.Company",8416.67,"Unknown"
"Ritter Ltd","Mawandia","Entity.Organization.FishingCompany",756137.44,"Fish and seafood products"
"Ritter PLC","Mawalara","Entity.Organization.Company",6134.29,"Unknown"
"Ritter and Sons","Mawandia","Entity.Organization.Company",285551.76,"Total services for the merchandising of processed food, including consulting, market research, product development, package design, import/export, OEM manufacturing, and the contract packaging of dry and liquid food products"
"Rivas LLC","Oceanus","Entity.Organization.Company",6445.28,"Unknown"
"Rivas Ltd","Oceanus","Entity.Organization.Company",5436.67,"Unknown"
"Rivas-Anderson","Oceanus","Entity.Organization.Company",17566.67,"Unknown"
"Rivas-Johnson","Mawalara","Entity.Organization.Company",35904.22,"Mosquito coils and related products"
"Rivas-Page","Mawalara","Entity.Organization.Company",70166.67,"Paint, coating, and adhesive products"
